Date,Open,High,Low,Close,Adj Close,Volume
2019-01-22,27.900000,28.250000,27.400000,28.150000,28.150000,5569253
2019-01-23,28.100000,28.549999,27.900000,28.100000,28.100000,3888323
2019-01-24,28.049999,29.000000,28.049999,28.850000,28.850000,7120092
2019-01-25,28.700001,29.299999,27.650000,28.049999,28.049999,12002432
2019-01-28,28.049999,28.450001,26.750000,26.950001,26.950001,8916262
2019-01-29,26.500000,27.200001,26.500000,26.700001,26.700001,6601816
2019-01-30,26.850000,27.100000,26.450001,26.650000,26.650000,4160107
2019-01-31,26.650000,26.850000,25.700001,26.500000,26.500000,6743523
2019-02-01,26.500000,27.200001,26.150000,26.400000,26.400000,7711767
2019-02-04,24.950001,25.200001,16.549999,17.200001,17.200001,86170048
2019-02-05,16.850000,17.600000,11.700000,12.000000,12.000000,209001837
2019-02-06,12.000000,13.600000,10.200000,12.750000,12.750000,197150927
2019-02-07,13.100000,13.350000,9.100000,10.000000,10.000000,283770262
2019-02-08,9.900000,11.700000,9.650000,10.900000,10.900000,160315430
2019-02-11,11.800000,11.800000,10.750000,11.050000,11.050000,57877825
2019-02-12,11.000000,11.100000,10.600000,10.750000,10.750000,52397665
2019-02-14,10.350000,11.200000,10.100000,10.650000,10.650000,44400917
2019-02-15,10.550000,10.700000,10.000000,10.200000,10.200000,32434913
2019-02-18,11.200000,12.200000,11.050000,11.350000,11.350000,80682460
2019-02-19,11.550000,11.650000,10.700000,10.800000,10.800000,65983040
2019-02-20,11.050000,11.150000,10.250000,10.750000,10.750000,60434670
2019-02-21,10.850000,11.350000,10.500000,11.200000,11.200000,61955364
2019-02-22,11.250000,11.900000,11.100000,11.400000,11.400000,76794124
2019-02-25,11.550000,11.750000,10.950000,11.050000,11.050000,39123929
2019-02-26,10.850000,11.000000,10.400000,10.800000,10.800000,48238885
2019-02-27,10.900000,11.150000,10.300000,10.500000,10.500000,45576247
2019-02-28,10.650000,11.000000,10.550000,10.750000,10.750000,52941191
2019-03-01,10.800000,12.550000,10.800000,12.350000,12.350000,181501193
2019-03-05,12.550000,13.250000,12.350000,12.750000,12.750000,112484244
2019-03-06,12.850000,13.200000,12.100000,12.450000,12.450000,93611460
2019-03-07,12.550000,12.700000,12.200000,12.350000,12.350000,52819188
2019-03-08,12.350000,12.550000,11.850000,11.950000,11.950000,56752343
2019-03-11,11.850000,12.350000,11.650000,11.950000,11.950000,48185035
2019-03-12,12.050000,12.300000,11.800000,11.900000,11.900000,41767095
2019-03-13,12.000000,12.050000,11.450000,11.500000,11.500000,32793164
2019-03-14,11.500000,11.600000,10.650000,10.750000,10.750000,61392729
2019-03-15,10.750000,11.100000,10.400000,10.800000,10.800000,61818021
2019-03-18,11.000000,11.450000,10.750000,11.000000,11.000000,110021128
2019-03-19,11.850000,11.900000,11.050000,11.150000,11.150000,103484245
2019-03-20,11.200000,11.300000,10.850000,10.900000,10.900000,38949664
2019-03-22,10.850000,11.100000,10.550000,10.650000,10.650000,32904978
2019-03-25,10.550000,10.800000,10.300000,10.500000,10.500000,46104099
2019-03-26,10.450000,10.950000,10.400000,10.700000,10.700000,60360100
2019-03-27,10.750000,10.850000,10.250000,10.400000,10.400000,40547925
2019-03-28,10.450000,10.750000,10.400000,10.650000,10.650000,74649229
2019-04-01,11.350000,11.450000,10.900000,10.950000,10.950000,33866891
2019-04-02,11.000000,11.300000,10.700000,10.750000,10.750000,65010417
2019-04-03,10.800000,10.850000,10.400000,10.450000,10.450000,44214140
2019-04-04,10.450000,10.500000,10.200000,10.300000,10.300000,24014310
2019-04-05,10.350000,10.800000,10.350000,10.500000,10.500000,29621101
2019-04-08,10.550000,10.550000,10.050000,10.200000,10.200000,20908936
2019-04-09,10.250000,10.300000,9.600000,9.850000,9.850000,41536749
2019-04-10,9.850000,10.000000,9.700000,9.900000,9.900000,20062078
2019-04-11,9.900000,10.000000,9.400000,9.650000,9.650000,29502256
2019-04-12,9.650000,9.700000,9.400000,9.500000,9.500000,24318374
2019-04-15,9.500000,9.800000,9.450000,9.550000,9.550000,17833528
